Sim_ID,daOverRH1,daOverRH2,P2/P1,P3/P2,predprob,predstable,Norbits_instability,Stable
1648,6.87924019803,7.13164323312,1.23034813081,1.23909877104,0.264850258827,False,10000000.0,True
3471,8.49693625612,5.37116746435,1.28678923191,1.17849725342,0.0125638833269,False,823367.719786,False
3849,6.82267083193,5.82516346872,1.22838974707,1.19402827558,0.00519493455067,False,7204.14539029,False
3537,5.09268046818,6.10316951631,1.16900391938,1.20357215826,0.0111691588536,False,5851.91512263,False
4214,8.92822822964,5.18653080052,1.30197885763,1.17220032067,0.0766341537237,False,6435885.05155,False
4766,8.7747031149,5.55480718762,1.29656506354,1.18477133055,0.0654669329524,False,2506674.76165,False
4297,8.71663374617,7.3238109255,1.29451930977,1.24577494031,0.933154344559,True,10000000.0,True
1344,6.53698825501,5.87576284648,1.21851555948,1.19576345451,0.0135842766613,False,27327.4573236,False
2766,6.73323471623,6.67789905883,1.22529566669,1.22338260919,0.0388908497989,False,63840.3743331,False
1229,7.19973578935,7.82532917848,1.2414630317,1.26325459556,0.805007815361,True,10000000.0,True
2439,7.66901033358,7.18040847881,1.25779763391,1.24079181017,0.0768210217357,False,10000000.0,True
2747,6.17579856071,6.52163923002,1.20606966609,1.21798579603,0.0192455369979,False,439572.960395,False
3090,8.41632096159,8.04152839107,1.2839566474,1.27081489652,0.923055887222,True,10000000.0,True
1502,7.37963984849,6.05985095882,1.24771675416,1.20208337706,0.0320954248309,False,1909148.71319,False
1644,8.30344760504,8.4107501226,1.2799941072,1.2837609815,0.986235678196,True,10000000.0,True
4421,8.8083927612,5.53559684084,1.29775242581,1.1841144864,0.0691036656499,False,3810437.02855,False
2520,6.73630714683,7.98710483984,1.22540191557,1.26891033565,0.224152505398,False,1324717.91726,False
3146,7.49001802028,8.1805457438,1.25155883878,1.27568415121,0.562444150448,False,2049428.18852,False
2081,8.29896905094,5.22101622246,1.27983696699,1.173375573,0.0389518402517,False,364357.141712,False
2627,5.90945798891,7.73759138382,1.1969194107,1.26019077219,0.0207214467227,False,6221897.72473,False
2302,7.87153628628,6.29046867156,1.26486915462,1.21001635942,0.0964094176888,False,375438.688438,False
2036,5.223223257,7.28318353267,1.17345080127,1.2443624923,0.0198924280703,False,46631.1338501,False
1567,5.68688536187,5.42251912245,1.18929066034,1.18025057151,0.00646488042548,False,35407.6777093,False
1924,7.90619957135,6.31563386509,1.26608080312,1.21088306504,0.190359115601,False,135146.423005,False
759,7.15263700709,8.67874210868,1.23982754145,1.29318498785,0.937735319138,True,10000000.0,True
2661,6.36396577411,8.00392258804,1.21254822729,1.26949877378,0.401263445616,False,7444144.71753,False
2626,6.18024281642,6.17022554192,1.20622254754,1.20587796471,0.0196085758507,False,12701.7777398,False
3558,8.8915311321,5.22923154375,1.30068411501,1.17365560647,0.632152676582,False,10000000.0,True
2363,5.92376735409,7.59124561203,1.19741042497,1.25508586652,0.579155445099,False,10000000.0,True
1064,5.22565902376,7.24416983756,1.17353382806,1.24300664874,0.0137551547959,False,1975124.02029,False
626,5.48718822675,5.08060549712,1.18245982751,1.16859287545,0.00733029702678,False,34562.6697472,False
3792,6.72892942297,5.16081320136,1.22514678886,1.17132412856,0.00951484311372,False,17482.3395452,False
1398,8.0003557758,6.46962255423,1.26937396643,1.21619103882,0.62242847681,False,2013733.42675,False
1358,5.3475980298,8.25692048484,1.17769280459,1.2783619116,0.010360468179,False,66312.7084714,False
